snooze_count,historical_success_rate,avg_time_taken_ms,last_failed_type,target_challenge_type,target_difficulty,target_multi_step
2,0.69,10427,logic,word_scramble,3,2
3,0.68,10080,pattern,quiz,4,3
5,0.55,24852,pattern,quiz,1,2
2,0.8,10564,none,math,3,2
1,0.44,4589,word_scramble,memory,3,1
6,0.88,3158,none,pattern,4,3
0,0.68,2429,word_scramble,memory,3,1
2,0.73,5418,quiz,riddle,3,2
3,0.34,18586,logic,quiz,2,2
0,0.59,3725,word_scramble,memory,3,1
4,0.57,24461,pattern,memory,1,2
2,0.61,10453,none,memory,3,2
3,0.97,2772,none,pattern,4,3
3,0.33,13293,pattern,word_scramble,2,2
6,0.93,2202,logic,logic,4,3
0,0.73,11276,math,pattern,1,1
4,0.86,1831,none,pattern,5,3
0,0.62,2868,word_scramble,memory,2,1
4,0.86,2999,riddle,logic,4,3
3,0.47,23012,math,quiz,1,2
5,0.95,1861,riddle,pattern,4,3
1,0.63,4422,math,memory,3,1
1,0.61,5031,math,memory,3,1
3,0.43,13962,math,word_scramble,2,2
5,0.49,16173,pattern,quiz,2,2
6,0.87,2348,none,riddle,5,3
0,0.48,2086,math,memory,3,1
4,0.57,17631,pattern,quiz,1,2
3,0.94,1977,logic,logic,4,3
0,0.61,11233,memory,logic,1,1
5,0.33,12345,logic,memory,1,2
4,0.93,2286,none,logic,4,3
2,0.74,8252,logic,memory,3,2
0,0.84,5086,math,memory,1,1
3,0.82,10584,memory,memory,4,3
1,0.76,5224,none,logic,2,1
3,0.86,3083,none,riddle,5,3
0,0.43,2307,word_scramble,memory,3,1
2,0.74,10584,word_scramble,logic,3,2
3,0.84,11162,word_scramble,pattern,4,3
0,0.45,2683,math,memory,3,1
4,0.89,2534,riddle,logic,4,3
4,0.96,3700,none,riddle,5,3
1,0.78,10531,math,quiz,2,1
3,0.88,2933,none,riddle,5,3
1,0.41,5783,word_scramble,memory,2,1
5,0.55,19041,logic,quiz,2,2
6,0.92,1864,logic,logic,4,3
5,0.32,19016,math,word_scramble,1,2
0,0.68,8100,quiz,logic,1,1
0,0.5,4090,math,memory,3,1
3,0.99,2793,logic,riddle,4,3
0,0.65,8043,quiz,pattern,1,1
1,0.74,9099,memory,word_scramble,2,1
4,0.42,17650,pattern,quiz,1,2
0,0.67,4863,word_scramble,memory,2,1
1,0.65,7902,logic,math,2,1
6,0.88,3894,none,riddle,4,3
3,0.73,11235,quiz,math,4,3
4,0.96,3873,none,riddle,4,3
3,0.65,6483,riddle,math,4,3
4,0.94,1628,logic,pattern,5,3
4,0.91,3465,riddle,riddle,4,3
6,0.97,3731,logic,riddle,5,3
4,0.59,22173,pattern,memory,1,2
5,0.98,3475,riddle,logic,5,3
5,0.5,15688,pattern,word_scramble,2,2
0,0.72,10329,pattern,math,1,1
5,0.86,2041,riddle,riddle,4,3
2,0.69,6387,word_scramble,pattern,3,2
0,0.63,11908,word_scramble,word_scramble,1,1
2,0.81,7425,memory,pattern,3,2
3,0.52,19526,logic,quiz,2,2
0,0.53,3000,word_scramble,memory,3,1
3,0.42,19579,math,word_scramble,1,2
3,0.48,19255,math,quiz,2,2
4,0.91,3236,riddle,logic,5,3
5,0.96,3849,logic,pattern,4,3
1,0.65,4147,math,memory,2,1
0,0.75,9634,pattern,logic,1,1
1,0.65,6239,riddle,pattern,2,1
1,0.53,4713,math,memory,2,1
5,0.38,12316,math,quiz,2,2
1,0.69,9377,quiz,riddle,2,1
1,0.49,2397,word_scramble,memory,3,1
4,0.52,12681,math,word_scramble,2,2
5,0.91,3530,riddle,pattern,5,3
5,0.55,18042,math,quiz,2,2
6,0.89,3527,logic,pattern,5,3
3,0.98,2715,none,riddle,4,3
3,0.73,9236,word_scramble,logic,4,3
0,0.59,4896,math,memory,2,1
5,0.86,2151,riddle,riddle,5,3
1,0.48,4350,word_scramble,memory,3,1
2,0.73,10942,memory,word_scramble,3,2
1,0.46,3593,math,memory,2,1
4,0.93,1840,none,riddle,4,3
3,0.79,8543,none,quiz,4,3
5,0.93,3950,none,riddle,5,3
4,0.58,13628,pattern,quiz,2,2
0,0.82,10274,pattern,logic,1,1
1,0.47,2518,word_scramble,memory,3,1
0,0.81,10898,word_scramble,quiz,1,1
6,0.95,3655,riddle,pattern,4,3
0,0.5,5234,math,memory,3,1
0,0.71,5914,riddle,quiz,1,1
0,0.56,2672,word_scramble,memory,2,1
4,0.35,14885,logic,memory,2,2
3,0.82,10688,memory,pattern,4,3
0,0.46,3771,word_scramble,memory,2,1
1,0.63,2322,math,memory,3,1
5,0.94,1615,riddle,logic,5,3
0,0.49,2578,math,memory,2,1
3,0.83,10026,memory,word_scramble,4,3
3,0.85,3286,logic,logic,5,3
5,0.59,17078,pattern,memory,1,2
5,0.92,1814,logic,riddle,4,3
1,0.48,3168,math,memory,3,1
3,0.37,20907,pattern,memory,2,2
0,0.59,2085,math,memory,3,1
0,0.69,6624,quiz,memory,1,1
0,0.7,2836,math,memory,2,1
1,0.47,3189,math,memory,2,1
0,0.43,4388,word_scramble,memory,2,1
3,0.35,17840,math,word_scramble,2,2
6,0.91,1578,riddle,logic,4,3
3,0.95,2782,none,pattern,5,3
6,0.97,2580,riddle,logic,5,3
4,0.54,19956,pattern,memory,1,2
3,0.45,17531,pattern,word_scramble,2,2
4,0.98,2605,none,logic,5,3
4,0.98,3176,logic,pattern,4,3
1,0.42,3462,math,memory,2,1
5,0.87,2238,none,logic,5,3
3,0.44,23460,logic,word_scramble,1,2
4,0.98,2817,none,riddle,4,3
2,0.78,10430,quiz,word_scramble,3,2
1,0.68,3248,word_scramble,memory,2,1
3,0.5,17449,logic,quiz,1,2
5,0.48,22191,math,memory,1,2
5,0.96,2784,riddle,logic,4,3
5,0.95,3266,riddle,pattern,5,3
3,0.48,19522,math,memory,1,2
0,0.61,3628,math,memory,2,1
1,0.59,5808,math,memory,3,1
4,0.99,1770,logic,pattern,5,3
4,0.92,3703,logic,logic,4,3
5,0.99,1948,riddle,pattern,5,3
4,0.58,20759,math,memory,2,2
0,0.5,2859,word_scramble,memory,2,1
2,0.75,8409,word_scramble,logic,3,2
1,0.67,9492,none,memory,2,1
1,0.74,11109,quiz,quiz,2,1
0,0.61,6832,pattern,math,1,1
5,0.93,2730,logic,riddle,5,3
3,0.34,20230,logic,word_scramble,1,2
1,0.66,4300,math,memory,2,1
0,0.63,10398,logic,math,1,1
3,0.86,1587,logic,logic,5,3
1,0.6,5488,word_scramble,memory,2,1
1,0.5,5703,word_scramble,memory,3,1
3,0.48,16266,pattern,word_scramble,1,2
6,0.99,3919,none,logic,4,3
1,0.42,2882,math,memory,3,1
3,0.99,1578,none,riddle,4,3
3,0.44,15085,math,quiz,1,2
3,0.36,22661,pattern,word_scramble,2,2
2,0.84,5648,logic,pattern,3,2
1,0.68,5341,word_scramble,memory,2,1
4,0.54,21741,logic,memory,1,2
4,0.58,21627,math,memory,2,2
1,0.74,7820,word_scramble,logic,2,1
3,0.95,3016,none,pattern,4,3
4,0.5,22990,pattern,memory,1,2
3,0.4,22808,pattern,memory,2,2
0,0.66,3612,math,memory,3,1
5,0.9,2435,riddle,logic,5,3
5,0.87,2529,none,logic,4,3
0,0.79,9905,pattern,pattern,1,1
1,0.66,10596,riddle,riddle,2,1
5,0.31,22414,logic,memory,2,2
5,0.57,16567,pattern,memory,1,2
1,0.82,11003,none,logic,2,1
5,0.88,1797,riddle,riddle,4,3
4,0.99,3680,riddle,logic,4,3
2,0.6,11795,word_scramble,quiz,3,2
2,0.71,7627,math,memory,3,2
2,0.8,10973,math,quiz,3,2
1,0.63,4044,word_scramble,memory,2,1
3,0.48,23125,math,quiz,2,2
4,0.35,13851,math,quiz,1,2
0,0.43,4875,math,memory,2,1
5,0.91,2011,logic,riddle,5,3
6,0.86,2129,none,logic,5,3
0,0.69,3156,word_scramble,memory,3,1
2,0.82,7533,riddle,riddle,3,2
3,0.89,3166,riddle,logic,5,3
6,0.97,3763,logic,riddle,5,3
0,0.62,3147,word_scramble,memory,3,1
1,0.59,3384,math,memory,2,1
0,0.62,6486,pattern,logic,1,1
5,0.55,19723,pattern,memory,1,2
1,0.47,5475,word_scramble,memory,2,1
0,0.58,3569,word_scramble,memory,2,1
5,0.96,1584,none,pattern,5,3
6,0.87,3548,none,pattern,5,3
3,0.41,23315,pattern,word_scramble,1,2
4,0.87,2822,logic,riddle,5,3
4,0.92,3309,logic,logic,5,3
4,0.9,3376,riddle,logic,4,3
5,0.46,18889,logic,quiz,2,2
1,0.41,5575,word_scramble,memory,2,1
3,0.89,2817,logic,pattern,5,3
0,0.41,5295,word_scramble,memory,2,1
3,0.37,12121,pattern,quiz,1,2
3,0.93,1722,riddle,logic,4,3
0,0.7,11709,none,memory,1,1
4,0.39,21094,logic,word_scramble,2,2
4,0.95,2251,none,pattern,5,3
1,0.59,3092,math,memory,3,1
3,0.6,10111,logic,memory,4,3
4,0.43,13283,math,memory,2,2
5,0.33,19550,math,memory,2,2
1,0.5,2111,word_scramble,memory,2,1
0,0.63,5263,word_scramble,memory,3,1
0,0.58,4492,word_scramble,memory,3,1
5,0.31,18043,pattern,memory,1,2
3,0.76,10011,pattern,riddle,4,3
6,0.98,1957,riddle,riddle,4,3
3,0.64,6148,logic,riddle,4,3
4,0.97,3572,logic,riddle,4,3
3,0.67,9334,riddle,math,4,3
0,0.84,8362,math,word_scramble,1,1
3,0.37,13103,logic,quiz,2,2
3,0.35,16966,logic,memory,1,2
2,0.75,7281,pattern,pattern,3,2
3,0.41,14057,logic,memory,1,2
3,0.45,13272,logic,word_scramble,2,2
1,0.57,4315,word_scramble,memory,2,1
2,0.62,11950,math,math,3,2
2,0.75,5419,math,memory,3,2
6,0.9,3094,riddle,riddle,5,3
4,0.32,13384,logic,quiz,1,2
0,0.66,3777,word_scramble,memory,2,1
5,0.89,2324,riddle,pattern,5,3
5,0.86,2211,none,pattern,4,3
4,0.33,13868,pattern,quiz,2,2
1,0.8,9600,word_scramble,pattern,2,1
2,0.77,10592,pattern,logic,3,2
3,0.9,2298,riddle,riddle,4,3
1,0.84,11062,pattern,math,2,1
5,0.97,3516,none,pattern,5,3
3,0.88,1671,logic,logic,5,3
5,0.95,3441,logic,pattern,5,3
0,0.52,5506,word_scramble,memory,3,1
4,0.93,1754,logic,pattern,5,3
4,0.89,2163,riddle,pattern,5,3
3,0.75,10380,pattern,quiz,4,3
4,0.59,24937,logic,quiz,2,2
5,0.55,14552,logic,memory,1,2
3,0.57,16435,math,memory,1,2
1,0.44,4047,math,memory,2,1
2,0.75,8584,logic,memory,3,2
1,0.68,8134,word_scramble,math,2,1
2,0.79,9313,pattern,word_scramble,3,2
5,0.53,12601,math,memory,2,2
2,0.81,10980,pattern,math,3,2
3,0.62,11312,logic,math,4,3
3,0.34,23974,logic,quiz,2,2
5,0.45,16535,math,word_scramble,1,2
0,0.5,2100,math,memory,2,1
4,0.91,2326,riddle,riddle,4,3
3,0.72,11352,math,quiz,4,3
1,0.58,4314,math,memory,3,1
0,0.83,8161,logic,math,1,1
0,0.6,9827,quiz,word_scramble,1,1
4,0.59,21990,logic,memory,2,2
0,0.83,6057,pattern,math,1,1
5,0.49,13101,pattern,memory,1,2
4,0.44,15417,logic,memory,2,2
3,0.3,13738,math,memory,2,2
0,0.45,3020,word_scramble,memory,2,1
5,0.87,2580,logic,riddle,4,3
3,0.95,3173,none,riddle,5,3
5,0.48,14441,pattern,word_scramble,2,2
0,0.61,8250,word_scramble,math,1,1
0,0.58,4547,word_scramble,memory,3,1
4,0.49,16887,logic,memory,1,2
0,0.58,5404,word_scramble,memory,2,1
1,0.61,10330,riddle,riddle,2,1
2,0.71,7953,logic,riddle,3,2
0,0.49,3036,word_scramble,memory,2,1
3,0.99,2472,riddle,riddle,4,3
2,0.84,10889,logic,logic,3,2
3,0.98,2016,none,pattern,4,3
2,0.84,8427,none,quiz,3,2
0,0.57,2697,math,memory,3,1
0,0.59,5842,word_scramble,memory,3,1
5,0.91,2112,riddle,riddle,4,3
3,0.73,5512,quiz,word_scramble,4,3
3,0.65,7176,memory,pattern,4,3
0,0.83,11570,riddle,math,1,1
3,0.36,17359,pattern,word_scramble,2,2
3,0.89,3422,none,pattern,5,3
1,0.42,2161,math,memory,3,1
0,0.53,2663,word_scramble,memory,3,1
4,0.3,13518,pattern,word_scramble,2,2
1,0.41,3478,word_scramble,memory,3,1
4,0.99,3023,none,riddle,5,3
1,0.71,5949,math,pattern,2,1
4,0.55,16112,logic,quiz,2,2
4,0.97,2425,none,pattern,4,3
3,0.76,11025,none,logic,4,3
4,0.93,2624,none,pattern,4,3
1,0.57,4858,word_scramble,memory,2,1
4,0.9,3647,logic,logic,4,3
3,0.53,15510,math,word_scramble,1,2
1,0.67,5172,memory,math,2,1
5,0.41,13067,logic,word_scramble,1,2
1,0.58,4879,math,memory,3,1
3,0.54,22955,logic,quiz,1,2
3,0.69,8279,pattern,word_scramble,4,3
0,0.74,7102,none,memory,1,1
3,0.72,8887,logic,logic,4,3
3,0.98,3659,riddle,pattern,4,3
0,0.64,4238,math,memory,3,1
5,0.86,2002,riddle,logic,4,3
0,0.45,4257,word_scramble,memory,3,1
2,0.83,11396,memory,word_scramble,3,2
3,0.88,2950,riddle,pattern,4,3
3,0.56,16977,math,word_scramble,1,2
4,0.48,12698,math,word_scramble,2,2
3,0.74,6981,logic,pattern,4,3
3,0.73,5990,logic,quiz,4,3
0,0.57,2305,math,memory,3,1
3,0.68,10721,word_scramble,riddle,4,3
1,0.44,5893,math,memory,2,1
2,0.61,6769,math,riddle,3,2
5,0.44,21751,logic,word_scramble,2,2
0,0.59,5891,math,memory,3,1
3,0.94,1890,logic,logic,4,3
0,0.47,3922,word_scramble,memory,2,1
5,0.87,3420,none,pattern,4,3
6,0.97,3011,none,pattern,4,3
3,0.61,9847,riddle,word_scramble,4,3
3,0.9,1599,riddle,riddle,5,3
0,0.54,2318,word_scramble,memory,3,1
4,0.46,13186,math,word_scramble,1,2
3,0.77,11696,memory,math,4,3
5,0.95,3500,none,riddle,4,3
0,0.51,2197,math,memory,3,1
3,0.42,15001,logic,quiz,1,2
3,0.49,15465,pattern,memory,1,2
4,0.32,13536,math,quiz,1,2
0,0.51,3952,word_scramble,memory,3,1
1,0.78,10329,word_scramble,math,2,1
1,0.79,11463,logic,memory,2,1
3,0.44,12256,pattern,quiz,2,2
0,0.58,5534,word_scramble,memory,3,1
1,0.63,2220,word_scramble,memory,3,1
1,0.57,4259,word_scramble,memory,2,1
0,0.73,5534,quiz,math,1,1
1,0.66,5065,word_scramble,memory,2,1
6,0.98,2883,none,pattern,4,3
3,0.4,20995,pattern,memory,2,2
0,0.42,3105,word_scramble,memory,3,1
1,0.73,11883,math,memory,2,1
1,0.7,8895,riddle,quiz,2,1
3,0.89,1610,riddle,pattern,4,3
1,0.67,3869,math,memory,3,1
6,0.96,3129,logic,logic,4,3
1,0.51,5009,word_scramble,memory,3,1
5,0.37,16964,logic,quiz,1,2
5,0.48,17646,logic,memory,1,2
4,0.95,2270,logic,riddle,4,3
3,0.94,2625,none,logic,5,3
0,0.57,3229,math,memory,2,1
6,0.97,3156,logic,riddle,5,3
1,0.62,4311,math,memory,2,1
6,0.89,2370,none,pattern,5,3
0,0.82,9316,memory,pattern,1,1
5,0.38,16146,pattern,memory,1,2
1,0.61,5928,word_scramble,memory,3,1
5,0.42,16628,logic,word_scramble,1,2
1,0.57,3607,math,memory,2,1
0,0.65,2230,math,memory,2,1
1,0.7,5150,word_scramble,memory,3,1
6,0.92,3491,riddle,riddle,5,3
3,0.39,15314,logic,memory,1,2
0,0.48,4192,word_scramble,memory,3,1
4,0.92,2258,none,logic,5,3
4,0.51,13568,logic,quiz,1,2
0,0.64,5643,word_scramble,memory,3,1
4,0.86,2799,riddle,pattern,4,3
0,0.63,2943,math,memory,2,1
0,0.55,5241,word_scramble,memory,2,1
0,0.66,2342,math,memory,3,1
3,0.52,24670,math,quiz,1,2
5,0.55,23920,math,memory,1,2
0,0.56,4358,math,memory,3,1
3,0.43,17056,logic,memory,2,2
3,0.48,12082,logic,memory,2,2
3,0.54,18410,logic,word_scramble,2,2
3,0.96,1518,logic,logic,4,3
3,0.9,2252,riddle,logic,4,3
4,0.37,21318,logic,memory,1,2
4,0.31,21854,math,word_scramble,2,2
1,0.49,3556,math,memory,2,1
2,0.61,7141,riddle,math,3,2
1,0.64,9744,pattern,quiz,2,1
1,0.47,2249,word_scramble,memory,2,1
1,0.66,8589,none,math,2,1
5,0.5,19267,logic,memory,1,2
0,0.79,9304,memory,quiz,1,1
0,0.53,5035,word_scramble,memory,3,1
2,0.65,7531,math,quiz,3,2
0,0.79,7677,pattern,quiz,1,1
4,1.0,2623,riddle,logic,4,3
2,0.66,6953,pattern,logic,3,2
2,0.83,6192,pattern,logic,3,2
5,0.41,19552,logic,memory,2,2
3,0.5,20463,math,quiz,1,2
3,0.76,9485,math,math,4,3
4,0.97,2520,riddle,logic,4,3
0,0.57,5902,math,memory,2,1
1,0.76,8033,word_scramble,quiz,2,1
6,0.93,3089,none,logic,4,3
0,0.54,4279,math,memory,2,1
2,0.77,10917,riddle,riddle,3,2
5,0.85,3264,riddle,pattern,5,3
3,0.95,3803,none,riddle,4,3
3,0.97,2465,none,riddle,4,3
3,0.37,22719,logic,memory,2,2
3,0.48,19271,pattern,memory,2,2
1,0.65,11176,word_scramble,word_scramble,2,1
6,0.95,2966,logic,pattern,4,3
1,0.72,8709,logic,math,2,1
3,0.95,1573,none,logic,4,3
1,0.54,3622,word_scramble,memory,2,1
3,0.77,9244,word_scramble,logic,4,3
4,0.89,1886,logic,pattern,4,3
0,0.61,4562,word_scramble,memory,2,1
5,0.89,2308,logic,logic,4,3
1,0.64,4462,word_scramble,memory,3,1
0,0.73,7448,math,memory,1,1
5,0.4,23825,math,word_scramble,1,2
3,0.73,9587,logic,riddle,4,3
1,0.44,3878,word_scramble,memory,2,1
3,0.32,24158,math,quiz,2,2
3,0.97,2226,none,logic,5,3
1,0.48,2113,word_scramble,memory,2,1
1,0.47,2006,word_scramble,memory,2,1
5,0.94,2440,riddle,logic,5,3
3,0.52,14423,pattern,word_scramble,1,2
1,0.56,3965,math,memory,2,1
1,0.73,9249,quiz,logic,2,1
5,0.37,12097,math,quiz,2,2
4,0.86,2496,none,riddle,5,3
5,0.45,21907,pattern,word_scramble,1,2
4,0.89,3472,logic,pattern,4,3
0,0.44,3379,word_scramble,memory,3,1
3,0.77,8190,word_scramble,memory,4,3
3,0.98,1955,logic,pattern,5,3
4,0.51,20378,logic,memory,2,2
3,0.44,23264,math,quiz,1,2
0,0.69,11279,math,riddle,1,1
1,0.53,2983,math,memory,2,1
4,0.36,22897,math,word_scramble,1,2
3,0.95,2590,logic,riddle,5,3
5,0.32,14960,logic,word_scramble,1,2
4,0.94,3381,riddle,pattern,4,3
0,0.68,3849,math,memory,2,1
0,0.47,2935,word_scramble,memory,3,1
4,0.52,13963,pattern,quiz,1,2
0,0.6,9736,quiz,memory,1,1
5,0.38,17190,logic,word_scramble,1,2
1,0.83,10683,logic,logic,2,1
4,0.57,23544,pattern,word_scramble,2,2
1,0.71,10040,math,quiz,2,1
3,0.46,23904,pattern,word_scramble,1,2
2,0.76,10107,logic,logic,3,2
3,0.78,9398,pattern,pattern,4,3
5,0.55,16752,pattern,memory,2,2
5,0.52,15682,logic,memory,1,2
1,0.42,4992,math,memory,3,1
4,0.91,2691,logic,logic,5,3
5,0.86,2584,logic,riddle,5,3
1,0.59,2368,math,memory,3,1
1,0.74,10997,none,memory,2,1
3,0.39,20903,pattern,word_scramble,1,2
3,0.61,10254,memory,logic,4,3
3,0.74,11146,word_scramble,memory,4,3
5,0.52,21609,logic,word_scramble,2,2
3,0.71,7932,math,memory,4,3
1,0.84,11417,quiz,word_scramble,2,1
1,0.59,5590,math,memory,2,1
0,0.77,10199,pattern,pattern,1,1
3,0.7,6272,pattern,math,4,3
5,0.36,14695,pattern,word_scramble,1,2
4,0.85,2269,logic,pattern,5,3
0,0.67,2820,word_scramble,memory,2,1
4,0.48,22886,math,memory,1,2
6,0.97,1578,riddle,riddle,4,3
1,0.78,8183,memory,riddle,2,1
4,0.48,23103,logic,word_scramble,2,2
5,0.98,1898,riddle,pattern,5,3
0,0.71,11866,math,logic,1,1
3,0.37,16822,pattern,memory,1,2
3,0.36,14856,logic,quiz,2,2
4,0.94,2752,none,riddle,4,3
0,0.65,6325,riddle,riddle,1,1
3,0.98,2166,riddle,logic,5,3
4,0.88,2681,none,pattern,4,3
0,0.57,5536,math,memory,2,1
5,0.54,12410,logic,quiz,2,2
4,0.43,15780,logic,quiz,2,2
0,0.64,11766,logic,riddle,1,1
1,0.52,3302,math,memory,2,1
3,0.35,13985,logic,quiz,2,2
1,0.77,10269,quiz,pattern,2,1
4,0.52,14833,math,memory,2,2
6,0.92,2345,logic,pattern,5,3
0,0.67,6414,quiz,quiz,1,1
1,0.83,11334,quiz,math,2,1
1,0.5,3785,word_scramble,memory,2,1
4,0.35,22029,math,memory,2,2
1,0.67,4838,math,memory,3,1
2,0.68,9395,logic,word_scramble,3,2
0,0.53,2318,math,memory,3,1
5,0.58,24372,math,quiz,1,2
1,0.69,5149,math,memory,3,1
0,0.63,8495,word_scramble,memory,1,1
5,0.38,17933,logic,memory,1,2
4,0.45,17240,math,memory,2,2
2,0.81,11801,logic,quiz,3,2
1,0.68,3773,word_scramble,memory,3,1
0,0.57,5037,word_scramble,memory,3,1
4,0.9,1898,riddle,logic,4,3
0,0.45,5840,math,memory,2,1
6,0.99,3147,riddle,logic,5,3
1,0.47,3231,math,memory,3,1
4,0.92,3355,none,riddle,4,3
5,0.4,18366,logic,memory,1,2
1,0.54,2226,math,memory,2,1
1,0.77,5417,quiz,logic,2,1
0,0.49,4114,math,memory,3,1
3,0.53,20736,logic,quiz,1,2
2,0.71,9661,riddle,math,3,2
1,0.43,2470,math,memory,3,1
0,0.56,3799,math,memory,2,1
4,0.32,18884,math,memory,2,2
1,0.72,9507,math,quiz,2,1
2,0.65,8306,riddle,memory,3,2
3,0.5,24901,math,memory,2,2
1,0.76,8532,logic,word_scramble,2,1
0,0.74,10753,quiz,math,1,1
0,0.44,2993,word_scramble,memory,3,1
0,0.62,5808,pattern,math,1,1
1,0.54,5431,math,memory,3,1
3,0.54,17370,pattern,quiz,1,2
6,0.89,1703,logic,riddle,4,3
4,0.3,12995,logic,quiz,2,2
6,0.95,3257,riddle,pattern,5,3
1,0.64,3792,word_scramble,memory,3,1
1,0.6,3555,math,memory,2,1
5,0.46,17107,pattern,word_scramble,1,2
4,0.4,17702,logic,word_scramble,1,2
3,0.51,16987,pattern,quiz,2,2
3,0.89,2559,riddle,riddle,4,3
1,0.85,11290,quiz,word_scramble,2,1
1,0.51,4220,word_scramble,memory,2,1
1,0.65,2546,math,memory,3,1
3,0.73,7500,riddle,quiz,4,3
3,0.65,11065,quiz,logic,4,3
5,0.89,1953,riddle,pattern,5,3
3,0.51,12611,pattern,memory,2,2
0,0.82,8334,word_scramble,pattern,1,1
0,0.75,9522,riddle,math,1,1
3,0.89,3000,riddle,logic,4,3
0,0.53,4341,word_scramble,memory,3,1
3,0.81,10148,pattern,memory,4,3
3,0.48,24470,pattern,memory,2,2
3,0.51,12175,math,memory,1,2
2,0.61,5457,none,pattern,3,2
0,0.84,9104,quiz,quiz,1,1
3,0.84,11868,memory,memory,4,3
4,0.34,24466,pattern,memory,2,2
1,0.52,5016,math,memory,3,1
4,1.0,3697,riddle,logic,5,3
3,0.95,2390,riddle,logic,4,3
4,0.41,20258,math,word_scramble,1,2
4,0.93,3988,none,pattern,5,3
6,0.9,2904,logic,logic,5,3
5,0.4,24132,logic,quiz,2,2
1,0.79,8745,math,word_scramble,2,1
0,0.53,5939,math,memory,2,1
0,0.43,4132,math,memory,2,1
5,0.89,3408,riddle,pattern,5,3
0,0.41,4398,math,memory,2,1
1,0.66,5377,word_scramble,memory,3,1
1,0.47,5628,math,memory,3,1
6,0.89,3330,riddle,riddle,5,3
6,0.87,3019,logic,logic,5,3
6,0.86,2146,riddle,pattern,5,3
2,0.69,10778,logic,memory,3,2
5,0.98,3651,logic,logic,5,3
0,0.8,10970,pattern,pattern,1,1
1,0.68,5243,word_scramble,word_scramble,2,1
4,0.88,3549,riddle,pattern,4,3
1,0.75,9300,pattern,logic,2,1
3,0.78,8441,logic,word_scramble,4,3
0,0.45,3950,word_scramble,memory,3,1
0,0.64,5447,math,memory,3,1
5,0.86,1918,logic,pattern,5,3
0,0.52,4161,math,memory,3,1
4,0.91,2783,riddle,logic,4,3
1,0.85,6502,pattern,memory,2,1
6,0.87,2334,logic,riddle,5,3
6,0.97,3562,riddle,pattern,5,3
5,0.9,1579,logic,riddle,5,3
3,0.91,3495,riddle,logic,4,3
4,0.99,2441,logic,riddle,4,3
4,0.47,12306,math,word_scramble,1,2
4,0.89,1676,riddle,pattern,4,3
6,0.96,2104,logic,logic,5,3
0,0.59,3507,word_scramble,memory,2,1
3,0.74,11765,quiz,quiz,4,3
0,0.66,5771,word_scramble,logic,1,1
0,0.51,4540,math,memory,3,1
4,0.86,1756,logic,pattern,4,3
1,0.43,5484,math,memory,2,1
0,0.54,3542,word_scramble,memory,3,1
5,0.9,1937,logic,pattern,5,3
6,0.97,2474,riddle,riddle,5,3
3,0.69,5816,math,memory,4,3
3,0.57,20146,math,memory,1,2
5,0.53,20252,math,memory,2,2
3,0.33,22726,logic,memory,2,2
3,0.9,2999,logic,logic,5,3
5,0.37,22104,pattern,word_scramble,2,2
5,0.92,2209,logic,pattern,5,3
3,0.9,3833,none,pattern,4,3
5,0.54,24693,logic,quiz,1,2
1,0.51,3739,word_scramble,memory,3,1
2,0.75,7393,math,math,3,2
1,0.7,2580,math,memory,2,1
0,0.58,3867,word_scramble,memory,2,1
1,0.6,4412,math,memory,3,1
0,0.8,5438,pattern,math,1,1
3,0.45,12932,math,memory,1,2
5,0.95,3461,none,riddle,4,3
1,0.56,3015,math,memory,2,1
0,0.64,5178,word_scramble,memory,3,1
1,0.65,5696,math,memory,2,1
5,0.86,1938,riddle,logic,4,3
1,0.61,3751,word_scramble,memory,3,1
0,0.59,4981,math,memory,3,1
1,0.68,5028,math,memory,3,1
0,0.84,11848,quiz,logic,1,1
1,0.45,4430,word_scramble,memory,3,1
0,0.57,5589,math,memory,3,1
0,0.65,5947,math,memory,2,1
5,0.45,12084,math,memory,2,2
1,0.55,4646,word_scramble,memory,3,1
3,0.74,10313,word_scramble,word_scramble,4,3
1,0.58,5952,word_scramble,memory,3,1
3,0.74,6289,word_scramble,memory,4,3
1,0.83,7417,math,word_scramble,2,1
5,0.39,23035,logic,memory,2,2
5,0.53,17095,pattern,memory,2,2
1,0.58,5988,word_scramble,memory,3,1
1,0.63,9017,memory,memory,2,1
6,0.9,3272,none,logic,5,3
0,0.44,3489,math,memory,2,1
5,0.87,3579,logic,logic,5,3
5,0.97,3868,logic,riddle,4,3
3,0.75,5542,math,memory,4,3
4,0.59,17273,math,memory,2,2
0,0.56,3227,math,memory,2,1
0,0.49,3573,word_scramble,memory,2,1
0,0.55,5357,word_scramble,memory,3,1
3,0.63,11328,logic,math,4,3
1,0.63,5085,word_scramble,memory,3,1
3,0.52,17477,math,quiz,2,2
0,0.63,4218,word_scramble,memory,2,1
5,0.89,2413,logic,riddle,4,3
4,0.35,19449,pattern,word_scramble,1,2
3,0.51,24138,math,memory,1,2
3,0.94,2861,riddle,pattern,5,3
4,0.43,23302,math,word_scramble,2,2
6,0.92,1819,logic,pattern,4,3
5,0.33,17992,logic,memory,1,2
3,0.5,20790,logic,memory,1,2
4,0.86,1628,logic,logic,4,3
6,0.99,3694,logic,pattern,4,3
4,0.6,12985,math,memory,1,2
3,0.34,24198,pattern,word_scramble,1,2
